sentiment,text,date,cleaned_text,tokens
positive,@hashphp lol. def a bot ,Sat Jun 06 18:36:10 PDT 2009,lol def a bot,"['lol', 'def', 'bot']"
positive,@kepp been there done that. It always ended up with me selling the machine and going back to my mac ,Sat May 09 20:56:23 PDT 2009,been there done that it always ended up with me selling the machine and going back to my mac,"['done', 'always', 'ended', 'selling', 'machine', 'going', 'back', 'mac']"
negative,@wonder_nat Aww thanks ((hugs back)) Just feel really down  Nevermind! I will ok later I'm sure!,Sat Jun 06 06:32:07 PDT 2009,aww thanks hugs back just feel really down  nevermind i will ok later im sure,"['aww', 'thanks', 'hug', 'back', 'feel', 'really', 'nevermind', 'ok', 'later', 'im', 'sure']"
negative,"Oh god, im getting older  still look 18 though!!!",Fri Jun 19 03:42:45 PDT 2009,oh god im getting older  still look 18 though,"['oh', 'god', 'im', 'getting', 'older', 'still', 'look', '18', 'though']"
negative,@Kkosatka I don't think I wanna know what goes on in that head of yours sometimes.. Ahw KK get better  no more vodka! And no judging lol,Mon Jun 15 10:43:04 PDT 2009,i dont think i wanna know what goes on in that head of yours sometimes ahw kk get better  no more vodka and no judging lol,"['dont', 'think', 'wan', 'na', 'know', 'go', 'head', 'sometimes', 'ahw', 'kk', 'get', 'better', 'vodka', 'judging', 'lol']"
negative,@buckhollywood nothing i don't have caple ,Mon Jun 15 17:38:32 PDT 2009,nothing i dont have caple,"['nothing', 'dont', 'caple']"
negative, effin deceit!!!! I'm upset,Fri May 29 22:21:46 PDT 2009,effin deceit im upset,"['effin', 'deceit', 'im', 'upset']"
negative,"@EveEveEve I'm sorry to hear it, you don't deserve that  ",Sat May 30 06:21:21 PDT 2009,im sorry to hear it you dont deserve that,"['im', 'sorry', 'hear', 'dont', 'deserve']"
negative,@ludovicah 140 characters killed me ,Tue Jun 16 19:58:31 PDT 2009,140 characters killed me,"['140', 'character', 'killed']"
positive,meeting friends = yay  .. off to that now!,Sat May 30 11:10:21 PDT 2009,meeting friends  yay   off to that now,"['meeting', 'friend', 'yay']"
negative,@caralandicho Aww! You @replied my name wrong.  )) I MISS YOU TOO! At elast we`re classmates! :&quot;&gt;,Mon Jun 01 06:55:39 PDT 2009,aww you  my name wrong   i miss you too at elast were classmates quotgt,"['aww', 'name', 'wrong', 'miss', 'elast', 'classmate', 'quotgt']"
positive,"off to get dinner, twitter from mobile ",Fri May 29 00:19:48 PDT 2009,off to get dinner twitter from mobile,"['get', 'dinner', 'twitter', 'mobile']"
negative,My OpenOffice keeps freezing on me.  ,Mon Jun 01 12:59:24 PDT 2009,my openoffice keeps freezing on me,"['openoffice', 'keep', 'freezing']"
negative,Another cloudy day in Chicago ,Tue Jun 02 09:40:58 PDT 2009,another cloudy day in chicago,"['another', 'cloudy', 'day', 'chicago']"
negative,"thinks the cheesecake was a total disaster  Feel like crying now, gunna taste like rubbish for my daddy tomorrow ",Sat Jun 20 08:42:45 PDT 2009,thinks the cheesecake was a total disaster  feel like crying now gunna taste like rubbish for my daddy tomorrow,"['think', 'cheesecake', 'total', 'disaster', 'feel', 'like', 'cry', 'gunna', 'taste', 'like', 'rubbish', 'daddy', 'tomorrow']"
negative,I can't believe &quot;Tax Free&quot; Federer came back after losing 2 sets ,Mon Jun 01 07:50:09 PDT 2009,i cant believe quottax freequot federer came back after losing 2 sets,"['cant', 'believe', 'quottax', 'freequot', 'federer', 'came', 'back', 'losing', '2', 'set']"
positive,"@jwilphotos 733rd, to be precise. ",Fri Jun 05 18:27:51 PDT 2009,733rd to be precise,"['733rd', 'precise']"
negative,"just ate, but i still have a headache  finishin' up project FML",Sun Jun 07 12:44:33 PDT 2009,just ate but i still have a headache  finishin up project fml,"['ate', 'still', 'headache', 'finishin', 'project', 'fml']"
positive,@michellelentz Thank you  I don't know if @danieljohnsonjr really understands the magnitude of regular maintenance of the locks!,Fri May 22 06:39:20 PDT 2009,thank you  i dont know if  really understands the magnitude of regular maintenance of the locks,"['thank', 'dont', 'know', 'really', 'understands', 'magnitude', 'regular', 'maintenance', 'lock']"
positive,"Is at the airport AGAIN!... Played RockFest in Kansas City yesterday. 50,000 people! INSANE!!! Photos coming soon. ",Sun May 31 04:16:54 PDT 2009,is at the airport again played rockfest in kansas city yesterday 50000 people insane photos coming soon,"['airport', 'played', 'rockfest', 'kansa', 'city', 'yesterday', '50000', 'people', 'insane', 'photo', 'coming', 'soon']"
negative,was really scared about the food fight that was supposed to happen today..... it didn't happen. ha ha guess i'm no looking forward to it ,Fri Jun 05 13:36:13 PDT 2009,was really scared about the food fight that was supposed to happen today it didnt happen ha ha guess im no looking forward to it,"['really', 'scared', 'food', 'fight', 'supposed', 'happen', 'today', 'didnt', 'happen', 'ha', 'ha', 'guess', 'im', 'looking', 'forward']"
negative,"@SeattleFutbol SCARVES UP!! I'm grabbing my crew and going to watch from Fuel, no tix. ",Sat May 30 08:44:31 PDT 2009,scarves up im grabbing my crew and going to watch from fuel no tix,"['scarf', 'im', 'grabbing', 'crew', 'going', 'watch', 'fuel', 'tix']"
negative,I cant believe how worthless he makes me feel. ,Tue Jun 16 07:22:04 PDT 2009,i cant believe how worthless he makes me feel,"['cant', 'believe', 'worthless', 'make', 'feel']"
positive,watching greys anatomy online for free ,Sun May 03 19:16:33 PDT 2009,watching greys anatomy online for free,"['watching', 'grey', 'anatomy', 'online', 'free']"
negative,@nnop Are you not?! Oh what?! I was only talking to you cos I thought you were. I'm well dissa now ,Thu Jun 18 13:11:35 PDT 2009,are you not oh what i was only talking to you cos i thought you were im well dissa now,"['oh', 'talking', 'co', 'thought', 'im', 'well', 'dissa']"
positive,@officiallmiley ok.when you text them could you ask them to post ur name on their @ddlovato account and @selenagomez account pls. ,Fri May 29 21:05:18 PDT 2009,okwhen you text them could you ask them to post ur name on their  account and  account pls,"['okwhen', 'text', 'could', 'ask', 'post', 'ur', 'name', 'account', 'account', 'pls']"
positive,"@Limo15 well that's a very, very good reason to be totally excited about the rise of the AUD against the greenback! ",Wed Jun 03 01:18:26 PDT 2009,well thats a very very good reason to be totally excited about the rise of the aud against the greenback,"['well', 'thats', 'good', 'reason', 'totally', 'excited', 'rise', 'aud', 'greenback']"
positive,Received a beautiful bouquet of flowers today  ....out with the girls for my 21st while we're all together!,Mon Jun 01 15:05:21 PDT 2009,received a beautiful bouquet of flowers today  out with the girls for my 21st while were all together,"['received', 'beautiful', 'bouquet', 'flower', 'today', 'girl', '21st', 'together']"
negative,Yankees win and a great start to the weekend. Season tickets arrived for Oxford today as well; my boy's first one and he was 'overjoyed' ,Sat Jun 20 01:57:23 PDT 2009,yankees win and a great start to the weekend season tickets arrived for oxford today as well my boys first one and he was overjoyed,"['yankee', 'win', 'great', 'start', 'weekend', 'season', 'ticket', 'arrived', 'oxford', 'today', 'well', 'boy', 'first', 'one', 'overjoyed']"
negative,My camera is kaput ,Tue Jun 02 21:25:33 PDT 2009,my camera is kaput,"['camera', 'kaput']"
negative,"I hate my parents, they keep asking for money and it sucks because I keep sending them more and more and I don't think it's going to end. ",Mon Jun 15 08:44:54 PDT 2009,i hate my parents they keep asking for money and it sucks because i keep sending them more and more and i dont think its going to end,"['hate', 'parent', 'keep', 'asking', 'money', 'suck', 'keep', 'sending', 'dont', 'think', 'going', 'end']"
negative,i hope we made the coffee right so tht we dont get yelled at... eeek! ,Sat May 30 07:55:56 PDT 2009,i hope we made the coffee right so tht we dont get yelled at eeek,"['hope', 'made', 'coffee', 'right', 'tht', 'dont', 'get', 'yelled', 'eeek']"
negative,I want I'm a PC stickers  #pc #microsoft,Sat May 02 04:42:18 PDT 2009,i want im a pc stickers,"['want', 'im', 'pc', 'sticker']"
positive,"@elainep8 OK, e. U've got a smart phone thing. It's time you got with the Twitter deal. You'll really like it! Yes, you will! ",Thu May 14 00:01:37 PDT 2009,ok e uve got a smart phone thing its time you got with the twitter deal youll really like it yes you will,"['ok', 'e', 'uve', 'got', 'smart', 'phone', 'thing', 'time', 'got', 'twitter', 'deal', 'youll', 'really', 'like', 'yes']"
positive,@o2zone @bocahmiring @taufikn good morning too!! ,Mon Jun 01 18:04:16 PDT 2009,good morning too,"['good', 'morning']"
positive,@oshstephens welcome to the twitter world   hope the babe's doing good!,Mon Jun 01 18:22:14 PDT 2009,welcome to the twitter world   hope the babes doing good,"['welcome', 'twitter', 'world', 'hope', 'babe', 'good']"
negative,needs some tlc ,Tue Apr 07 04:37:26 PDT 2009,needs some tlc,"['need', 'tlc']"
positive,I'm Such a nerd. Reading my first of many books this summer ,Sat May 09 19:05:47 PDT 2009,im such a nerd reading my first of many books this summer,"['im', 'nerd', 'reading', 'first', 'many', 'book', 'summer']"
positive,@unahealy Ah it'll all be worth it in the end! I should have included Haste To The Wedding in my playlist competition entry ,Sat May 30 04:10:10 PDT 2009,ah itll all be worth it in the end i should have included haste to the wedding in my playlist competition entry,"['ah', 'itll', 'worth', 'end', 'included', 'haste', 'wedding', 'playlist', 'competition', 'entry']"
positive,@sunghaelee YOU CAN DO IT DE MY CHAN ,Mon May 18 05:27:19 PDT 2009,you can do it de my chan,"['de', 'chan']"
negative,dead tired again! ,Mon Jun 15 05:30:29 PDT 2009,dead tired again,"['dead', 'tired']"
positive,#followfriday @evregirl because she is so awesome and authentic @twanjikalula cause he is funny and friendly and in TV ,Fri May 22 00:14:19 PDT 2009,because she is so awesome and authentic  cause he is funny and friendly and in tv,"['awesome', 'authentic', 'cause', 'funny', 'friendly', 'tv']"
positive,"@thecraigmorris No, it's milk gravy with bits of American breakfast sausage in it. And, not british biscuits...cuz that would be sick ",Sun Apr 19 04:53:41 PDT 2009,no its milk gravy with bits of american breakfast sausage in it and not british biscuitscuz that would be sick,"['milk', 'gravy', 'bit', 'american', 'breakfast', 'sausage', 'british', 'biscuitscuz', 'would', 'sick']"
positive,@craigsender p.s. thought it was a good review tho and will prob see it.  ,Tue Apr 07 07:45:34 PDT 2009,ps thought it was a good review tho and will prob see it,"['p', 'thought', 'good', 'review', 'tho', 'prob', 'see']"
negative,@jeedjaad Said wot all bro!!??!! Hehe pai paragon talord leoy na. Never come to c me at central world leoy herrr  Hehe any plan for tonite,Fri Jun 19 02:14:38 PDT 2009,said wot all bro hehe pai paragon talord leoy na never come to c me at central world leoy herrr  hehe any plan for tonite,"['said', 'wot', 'bro', 'hehe', 'pai', 'paragon', 'talord', 'leoy', 'na', 'never', 'come', 'c', 'central', 'world', 'leoy', 'herrr', 'hehe', 'plan', 'tonite']"
positive,Kickin' face and jamming to some oldschool music ,Wed May 13 21:48:07 PDT 2009,kickin face and jamming to some oldschool music,"['kickin', 'face', 'jamming', 'oldschool', 'music']"
negative,needs to go find a better job - ive had hour-cut backs ,Mon May 18 03:37:24 PDT 2009,needs to go find a better job  ive had hourcut backs,"['need', 'go', 'find', 'better', 'job', 'ive', 'hourcut', 'back']"
positive,@djblackmagic lol!  Ty! ,Sat Jun 06 01:36:10 PDT 2009,lol  ty,"['lol', 'ty']"
positive,"@catawu Oh, that's a little snarky. Meow! Pffft. Pffft!  http://twitter.com/catawu/status/2062974222",Sun Jun 07 01:16:02 PDT 2009,oh thats a little snarky meow pffft pffft,"['oh', 'thats', 'little', 'snarky', 'meow', 'pffft', 'pffft']"
positive,breaking my fast~ today I managed to fall asleep again after waking up too early! ,Mon Jun 15 03:11:15 PDT 2009,breaking my fast today i managed to fall asleep again after waking up too early,"['breaking', 'fast', 'today', 'managed', 'fall', 'asleep', 'waking', 'early']"
positive,@Barkeologist Tank ewe! Ur not bad urself!!!  Love Jazzy the Wiener!,Tue Jun 16 00:10:14 PDT 2009,tank ewe ur not bad urself  love jazzy the wiener,"['tank', 'ewe', 'ur', 'bad', 'urself', 'love', 'jazzy', 'wiener']"
positive,I still don't have a voice but am feeling much better ,Wed Jun 03 05:58:43 PDT 2009,i still dont have a voice but am feeling much better,"['still', 'dont', 'voice', 'feeling', 'much', 'better']"
negative, my head hurts,Sat Jun 06 20:07:15 PDT 2009,my head hurts,"['head', 'hurt']"
negative,not having the best day...need something to do .. &amp; someone to join me ,Fri Jun 05 11:17:15 PDT 2009,not having the best dayneed something to do  amp someone to join me,"['best', 'dayneed', 'something', 'amp', 'someone', 'join']"
positive,will make a man outta you! --Love you Steph! ,Fri May 29 23:28:19 PDT 2009,will make a man outta you love you steph,"['make', 'man', 'outta', 'love', 'steph']"
positive,@ukny78 who knew we could be one of a few at anything. ,Mon Jun 01 14:35:26 PDT 2009,who knew we could be one of a few at anything,"['knew', 'could', 'one', 'anything']"
positive,"@Tar0r - definitely. Zombie Davina is sheer and utter brilliance. I *knew* you'd like it, Zombie Apocalypse Girl. ",Mon May 18 01:54:52 PDT 2009,definitely zombie davina is sheer and utter brilliance i knew youd like it zombie apocalypse girl,"['definitely', 'zombie', 'davina', 'sheer', 'utter', 'brilliance', 'knew', 'youd', 'like', 'zombie', 'apocalypse', 'girl']"
negative,Do you guys think I'm annoying?! O.O I am aren't I? ,Fri Jun 05 14:56:51 PDT 2009,do you guys think im annoying oo i am arent i,"['guy', 'think', 'im', 'annoying', 'oo', 'arent']"
negative,I don't think I'm getting  Twitter updates. ,Tue Jun 16 06:58:57 PDT 2009,i dont think im getting  twitter updates,"['dont', 'think', 'im', 'getting', 'twitter', 'update']"
positive,"&quot;Well I had a million dollars but I, I'd spend it all&quot;  I Would do the same  â« http://blip.fm/~7qpxh",Sat Jun 06 08:06:06 PDT 2009,quotwell i had a million dollars but i id spend it allquot  i would do the same  â,"['quotwell', 'million', 'dollar', 'id', 'spend', 'allquot', 'would', 'â']"
positive,"@nicole___x oh! hiii cassie  ask her if shes catching the bus, even though i know she already is!!! lull",Sun May 03 22:46:38 PDT 2009,oh hiii cassie  ask her if shes catching the bus even though i know she already is lull,"['oh', 'hiii', 'cassie', 'ask', 'shes', 'catching', 'bus', 'even', 'though', 'know', 'already', 'lull']"
positive,Its a beautiful day outside. Awake too early. Walking to work. Working 1130 to 900 ,Sun May 03 09:11:22 PDT 2009,its a beautiful day outside awake too early walking to work working 1130 to 900,"['beautiful', 'day', 'outside', 'awake', 'early', 'walking', 'work', 'working', '1130', '900']"
